Latitude (decimal degrees):	49.445
Longitude (decimal degrees):	11.859
Elevation (m):	379
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 90 deg. 
Nominal power of the PV system (c-Si) (kWp):	106.8
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230326:0010,0.0,0.0,0.0,6.48,4.28,0.0
20230326:0110,0.0,0.0,0.0,6.02,4.07,0.0
20230326:0210,0.0,0.0,0.0,5.86,3.72,0.0
20230326:0310,0.0,0.0,0.0,5.71,3.38,0.0
20230326:0410,0.0,0.0,0.0,5.21,2.69,0.0
20230326:0510,0.0,0.0,0.0,5.08,2.28,0.0
20230326:0610,4136.36,59.73,10.1,5.21,2.21,0.0
20230326:0710,9101.5,114.04,19.53,6.06,2.21,0.0
20230326:0810,16440.79,193.57,28.19,7.17,2.69,0.0
20230326:0910,9165.58,115.41,35.47,7.73,2.76,0.0
20230326:1010,14584.61,173.11,40.59,7.97,3.1,0.0
20230326:1110,11410.51,139.06,42.74,7.48,3.59,0.0
20230326:1210,7006.08,91.76,41.48,7.05,3.86,0.0
20230326:1310,7085.11,92.71,37.09,7.2,3.38,0.0
20230326:1410,66680.58,735.31,30.3,8.99,4.28,0.0
20230326:1510,57242.66,629.56,21.95,9.95,4.34,0.0
20230326:1610,44694.73,491.87,12.68,9.81,3.59,0.0
20230326:1710,1977.94,34.73,2.99,9.0,3.03,0.0
20230326:1810,0.0,0.0,0.0,7.74,2.48,0.0
20230326:1910,0.0,0.0,0.0,6.11,2.9,0.0
20230326:2010,0.0,0.0,0.0,5.59,2.55,0.0
20230326:2110,0.0,0.0,0.0,5.24,2.69,0.0
20230326:2210,0.0,0.0,0.0,5.05,2.83,0.0
20230326:2310,0.0,0.0,0.0,4.97,2.9,0.0
20230327:0010,0.0,0.0,0.0,4.95,2.9,0.0
20230327:0110,0.0,0.0,0.0,4.79,3.03,0.0
20230327:0210,0.0,0.0,0.0,4.38,2.83,0.0
20230327:0310,0.0,0.0,0.0,4.03,2.97,0.0
20230327:0410,0.0,0.0,0.0,3.15,4.07,0.0
20230327:0510,0.0,0.0,0.0,2.02,4.62,0.0
20230327:0610,3407.99,50.68,10.45,1.53,4.48,0.0
20230327:0710,8102.92,101.37,19.89,1.82,4.62,0.0
20230327:0810,14116.82,177.17,28.56,2.45,4.76,0.0
20230327:0910,24220.1,296.7,35.86,3.07,4.62,0.0
20230327:1010,35191.67,387.38,40.99,4.2,4.69,0.0
20230327:1110,44333.75,482.39,43.13,5.09,5.03,0.0
20230327:1210,49010.52,530.57,41.85,5.39,5.17,0.0
20230327:1310,41214.12,446.27,37.42,5.48,5.52,0.0
20230327:1410,72157.28,780.29,30.6,5.73,5.31,0.0
20230327:1510,64349.14,692.67,22.21,5.55,4.97,0.0
20230327:1610,21534.08,238.72,12.93,4.64,4.55,0.0
20230327:1710,1989.68,34.21,3.24,3.87,4.0,0.0
20230327:1810,0.0,0.0,0.0,3.0,3.59,0.0
20230327:1910,0.0,0.0,0.0,1.87,3.59,0.0
20230327:2010,0.0,0.0,0.0,1.5,3.52,0.0
20230327:2110,0.0,0.0,0.0,0.95,3.52,0.0
20230327:2210,0.0,0.0,0.0,0.52,3.66,0.0
20230327:2310,0.0,0.0,0.0,0.29,3.66,0.0
20230328:0010,0.0,0.0,0.0,-0.01,3.66,0.0
20230328:0110,0.0,0.0,0.0,-0.34,3.66,0.0
20230328:0210,0.0,0.0,0.0,-0.5,3.79,0.0
20230328:0310,0.0,0.0,0.0,-0.71,3.86,0.0
20230328:0410,0.0,0.0,0.0,-0.71,4.0,0.0
20230328:0510,0.0,0.0,0.0,-0.7,4.07,0.0
20230328:0610,4762.21,65.16,10.8,-0.49,4.83,0.0
20230328:0710,11252.45,133.04,20.24,0.18,5.72,0.0
20230328:0810,16416.23,197.59,28.93,1.07,5.59,0.0
20230328:0910,23498.14,296.37,36.25,2.09,5.17,0.0
20230328:1010,18736.99,211.57,41.39,2.67,4.69,0.0
20230328:1110,16093.69,185.41,43.53,3.93,4.55,0.0
20230328:1210,29895.46,329.26,42.22,4.62,4.34,0.0
20230328:1310,43820.04,475.86,37.75,5.1,4.0,0.0
20230328:1410,39384.64,428.34,30.89,5.46,3.72,0.0
20230328:1510,59587.99,647.95,22.48,5.94,3.45,0.0
20230328:1610,47736.4,518.69,13.18,5.93,2.76,0.0
20230328:1710,234.96,10.41,3.48,5.33,1.24,0.0
20230328:1810,0.0,0.0,0.0,4.83,0.41,0.0
20230328:1910,0.0,0.0,0.0,2.95,1.38,0.0
20230328:2010,0.0,0.0,0.0,1.51,1.79,0.0
20230328:2110,0.0,0.0,0.0,0.85,1.86,0.0
20230328:2210,0.0,0.0,0.0,0.7,2.0,0.0
20230328:2310,0.0,0.0,0.0,1.05,1.86,0.0
20230329:0010,0.0,0.0,0.0,1.3,1.93,0.0
20230329:0110,0.0,0.0,0.0,1.33,2.0,0.0
20230329:0210,0.0,0.0,0.0,1.26,1.93,0.0
20230329:0310,0.0,0.0,0.0,1.22,1.86,0.0
20230329:0410,0.0,0.0,0.0,1.29,1.93,0.0
20230329:0510,0.0,0.0,0.0,1.31,2.0,0.0
20230329:0610,4622.3,64.26,11.15,1.54,2.14,0.0
20230329:0710,12279.86,145.72,20.6,2.66,2.07,0.0
20230329:0810,16694.98,193.88,29.3,4.29,2.28,0.0
20230329:0910,27242.54,317.57,36.63,5.92,2.28,0.0
20230329:1010,40734.59,464.18,41.78,8.0,2.48,0.0
20230329:1110,24661.19,282.04,43.92,10.1,3.86,0.0
20230329:1210,11752.27,144.73,42.59,11.16,4.41,0.0
20230329:1310,36809.69,412.42,38.08,11.28,4.34,0.0
20230329:1410,34564.75,387.03,31.19,11.25,4.07,0.0
20230329:1510,26088.04,295.66,22.75,10.96,3.1,0.0
20230329:1610,17281.31,201.42,13.43,10.19,2.0,0.0
20230329:1710,82.24,7.57,3.73,9.5,1.72,0.0
20230329:1810,0.0,0.0,0.0,8.75,1.72,0.0
20230329:1910,0.0,0.0,0.0,8.09,1.66,0.0
20230329:2010,0.0,0.0,0.0,7.68,1.79,0.0
20230329:2110,0.0,0.0,0.0,7.53,2.0,0.0
20230329:2210,0.0,0.0,0.0,7.66,2.14,0.0
20230329:2310,0.0,0.0,0.0,7.82,2.28,0.0
20230330:0010,0.0,0.0,0.0,7.86,2.48,0.0
20230330:0110,0.0,0.0,0.0,8.09,2.55,0.0
20230330:0210,0.0,0.0,0.0,8.33,2.62,0.0
20230330:0310,0.0,0.0,0.0,8.5,2.55,0.0
20230330:0410,0.0,0.0,0.0,8.68,2.48,0.0
20230330:0510,0.0,0.91,1.77,8.52,2.34,0.0
20230330:0610,771.1,19.01,11.5,8.75,2.0,0.0
20230330:0710,3404.78,52.49,20.96,10.71,3.31,0.0
20230330:0810,2334.65,39.73,29.67,11.2,3.72,0.0
20230330:0910,3672.85,55.81,37.02,11.64,3.72,0.0
20230330:1010,5074.07,71.89,42.18,11.63,3.66,0.0
20230330:1110,9875.8,124.87,44.31,11.4,2.9,0.0
20230330:1210,26246.1,303.14,42.95,13.27,3.66,0.0
20230330:1310,33850.26,386.53,38.41,15.33,5.17,0.0
20230330:1410,34466.5,388.86,31.48,13.61,4.97,0.0
20230330:1510,29767.3,333.41,23.01,11.29,4.69,0.0
20230330:1610,42167.84,465.85,13.68,10.94,3.79,0.0
20230330:1710,446.42,14.19,3.97,10.85,3.72,0.0
20230330:1810,0.0,0.0,0.0,10.19,3.52,0.0
20230330:1910,0.0,0.0,0.0,9.4,2.9,0.0
20230330:2010,0.0,0.0,0.0,8.77,2.69,0.0
20230330:2110,0.0,0.0,0.0,8.39,2.76,0.0
20230330:2210,0.0,0.0,0.0,8.32,2.83,0.0
20230330:2310,0.0,0.0,0.0,8.32,2.69,0.0
20230331:0010,0.0,0.0,0.0,7.88,2.41,0.0
20230331:0110,0.0,0.0,0.0,7.48,2.28,0.0
20230331:0210,0.0,0.0,0.0,7.25,2.28,0.0
20230331:0310,0.0,0.0,0.0,6.71,2.34,0.0
20230331:0410,0.0,0.0,0.0,6.54,2.48,0.0
20230331:0510,0.0,0.91,2.12,6.52,2.55,0.0
20230331:0610,2467.08,40.73,11.85,6.93,2.34,0.0
20230331:0710,1792.1,32.58,21.31,8.05,2.69,0.0
20230331:0810,5637.97,77.57,30.04,9.24,2.62,0.0
20230331:0910,6393.05,86.08,37.4,9.68,2.76,0.0
20230331:1010,33393.16,378.29,42.58,10.01,3.72,0.0
20230331:1110,9972.98,125.82,44.7,11.66,4.55,0.0
20230331:1210,50710.78,561.99,43.32,11.3,5.93,0.0
20230331:1310,35455.46,398.25,38.73,12.15,5.24,0.0
20230331:1410,2639.03,43.52,31.77,11.82,6.28,0.0
20230331:1510,56997.02,629.63,23.27,11.32,4.69,0.0
20230331:1610,36204.13,398.86,13.92,11.01,5.52,0.0
20230331:1710,1311.5,26.43,4.21,10.04,4.69,0.0
20230331:1810,0.0,0.0,0.0,9.42,4.14,0.0
20230331:1910,0.0,0.0,0.0,8.39,3.72,0.0
20230331:2010,0.0,0.0,0.0,8.06,3.79,0.0
20230331:2110,0.0,0.0,0.0,7.87,4.0,0.0
20230331:2210,0.0,0.0,0.0,7.65,4.14,0.0
20230331:2310,0.0,0.0,0.0,7.58,4.28,0.0
20230401:0010,0.0,0.0,0.0,7.41,4.21,0.0
20230401:0110,0.0,0.0,0.0,7.15,4.28,0.0
20230401:0210,0.0,0.0,0.0,7.28,4.41,0.0
20230401:0310,0.0,0.0,0.0,6.95,4.14,0.0
20230401:0410,0.0,0.0,0.0,6.93,4.0,0.0
20230401:0510,0.0,1.81,2.46,6.79,3.79,0.0
20230401:0610,5895.36,79.65,12.19,6.98,3.72,0.0
20230401:0710,11204.39,136.66,21.67,7.33,4.41,0.0
20230401:0810,17784.34,208.16,30.41,8.09,4.83,0.0
20230401:0910,15841.64,186.72,37.79,9.17,5.45,0.0
20230401:1010,26573.98,300.59,42.97,9.37,5.86,0.0
20230401:1110,28175.98,316.27,45.09,8.5,5.31,0.0
20230401:1210,26148.91,293.73,43.68,8.08,5.79,0.0
20230401:1310,19215.46,220.74,39.06,7.66,5.38,0.0
20230401:1410,12445.4,149.46,32.05,6.95,4.69,0.0
20230401:1510,23850.58,265.75,23.53,6.49,4.76,0.0
20230401:1610,6746.56,88.5,14.17,6.73,4.69,0.0
20230401:1710,42.72,6.62,4.45,6.77,3.86,0.0
20230401:1810,0.0,0.0,0.0,6.7,3.45,0.0
20230401:1910,0.0,0.0,0.0,7.14,3.38,0.0
20230401:2010,0.0,0.0,0.0,6.93,3.24,0.0
20230401:2110,0.0,0.0,0.0,6.85,3.17,0.0
20230401:2210,0.0,0.0,0.0,6.77,3.17,0.0
20230401:2310,0.0,0.0,0.0,6.69,3.17,0.0
20230402:0010,0.0,0.0,0.0,6.64,2.97,0.0
20230402:0110,0.0,0.0,0.0,6.57,2.9,0.0
20230402:0210,0.0,0.0,0.0,6.54,2.76,0.0
20230402:0310,0.0,0.0,0.0,6.4,2.69,0.0
20230402:0410,0.0,0.0,0.0,6.32,2.34,0.0
20230402:0510,0.0,1.81,2.8,6.26,2.14,0.0
20230402:0610,1735.5,31.68,12.54,6.35,1.72,0.0
20230402:0710,3944.12,57.92,22.02,6.79,2.14,0.0
20230402:0810,9635.5,120.14,30.77,6.83,2.0,0.0
20230402:0910,13495.25,160.82,38.17,6.58,2.48,0.0
20230402:1010,15221.14,178.79,43.36,6.31,2.55,0.0
20230402:1110,14143.52,167.44,45.48,6.24,2.41,0.0
20230402:1210,9198.68,115.41,44.04,6.85,2.34,0.0
20230402:1310,7322.21,95.54,39.38,7.81,2.97,0.0
20230402:1410,9782.88,122.03,32.34,7.92,3.24,0.0
20230402:1510,16370.3,190.68,23.79,7.81,3.66,0.0
20230402:1610,12352.49,147.31,14.41,6.97,3.79,0.0
20230402:1710,1281.6,25.65,4.7,5.87,4.07,0.0
20230402:1810,0.0,0.0,0.0,4.71,3.72,0.0
20230402:1910,0.0,0.0,0.0,3.02,3.72,0.0
20230402:2010,0.0,0.0,0.0,2.61,3.86,0.0
20230402:2110,0.0,0.0,0.0,2.4,3.79,0.0
20230402:2210,0.0,0.0,0.0,2.37,3.17,0.0
20230402:2310,0.0,0.0,0.0,2.3,2.28,0.0
20230403:0010,0.0,0.0,0.0,2.09,2.21,0.0
20230403:0110,0.0,0.0,0.0,2.04,2.07,0.0
20230403:0210,0.0,0.0,0.0,1.88,2.21,0.0
20230403:0310,0.0,0.0,0.0,1.76,2.34,0.0
20230403:0410,0.0,0.0,0.0,1.62,2.55,0.0
20230403:0510,0.0,3.62,3.15,1.35,2.76,0.0
20230403:0610,6315.08,82.36,12.88,1.21,3.31,0.0
20230403:0710,14049.54,162.91,22.37,1.61,3.66,0.0
20230403:0810,17173.44,195.77,31.14,1.84,3.79,0.0
20230403:0910,22664.03,252.65,38.55,2.23,3.79,0.0
20230403:1010,39744.55,434.35,43.75,2.86,3.79,0.0
20230403:1110,60255.49,652.66,45.86,3.42,3.86,0.0
20230403:1210,74581.64,811.52,44.4,3.88,3.93,0.0
20230403:1310,75805.57,824.99,39.7,4.13,4.07,0.0
20230403:1410,74777.09,812.46,32.62,4.11,4.0,0.0
20230403:1510,47178.9,504.7,24.05,3.68,4.0,0.0
20230403:1610,12913.19,150.68,14.66,3.04,4.0,0.0
20230403:1710,3920.63,56.06,4.94,2.12,3.86,0.0
20230403:1810,0.0,0.0,0.0,1.38,3.66,0.0
20230403:1910,0.0,0.0,0.0,1.39,3.24,0.0
20230403:2010,0.0,0.0,0.0,0.79,3.17,0.0
20230403:2110,0.0,0.0,0.0,0.15,2.97,0.0
20230403:2210,0.0,0.0,0.0,-0.51,2.55,0.0
20230403:2310,0.0,0.0,0.0,-1.01,2.28,0.0
20230404:0010,0.0,0.0,0.0,-1.38,2.07,0.0
20230404:0110,0.0,0.0,0.0,-1.7,1.93,0.0
20230404:0210,0.0,0.0,0.0,-1.95,1.93,0.0
20230404:0310,0.0,0.0,0.0,-1.97,1.93,0.0
20230404:0410,0.0,0.0,0.0,-2.23,1.86,0.0
20230404:0510,505.16,14.48,3.49,-2.46,1.86,0.0
20230404:0610,4525.12,62.45,13.22,-1.57,1.86,0.0
20230404:0710,14485.28,166.53,22.72,-0.25,2.28,0.0
20230404:0810,19121.47,216.41,31.5,1.02,2.76,0.0
20230404:0910,24368.56,271.18,38.93,1.92,2.69,0.0
20230404:1010,40275.35,441.77,44.14,2.45,2.62,0.0
20230404:1110,42946.42,468.61,46.25,2.87,2.48,0.0
20230404:1210,38765.2,424.0,44.75,3.48,2.41,0.0
20230404:1310,46747.43,509.45,40.02,3.83,2.41,0.0
20230404:1410,49916.18,542.96,32.91,4.05,2.34,0.0
20230404:1510,40141.85,434.64,24.31,3.84,2.34,0.0
20230404:1610,23455.42,258.79,14.9,3.49,2.21,0.0
20230404:1710,21420.88,237.64,5.18,3.11,2.07,0.0
20230404:1810,0.0,0.0,0.0,2.42,1.66,0.0
20230404:1910,0.0,0.0,0.0,1.56,1.45,0.0
20230404:2010,0.0,0.0,0.0,1.06,1.45,0.0
20230404:2110,0.0,0.0,0.0,0.55,1.45,0.0
20230404:2210,0.0,0.0,0.0,0.13,1.52,0.0
20230404:2310,0.0,0.0,0.0,-0.18,1.52,0.0
20230405:0010,0.0,0.0,0.0,-0.62,1.52,0.0
20230405:0110,0.0,0.0,0.0,-1.2,1.45,0.0
20230405:0210,0.0,0.0,0.0,-1.85,1.38,0.0
20230405:0310,0.0,0.0,0.0,-2.27,1.31,0.0
20230405:0410,0.0,0.0,0.0,-2.48,1.38,0.0
20230405:0510,630.12,16.29,3.83,-2.73,1.45,0.0
20230405:0610,6378.1,82.36,13.56,-1.39,1.24,0.0
20230405:0710,14226.83,164.72,23.06,0.68,1.72,0.0
20230405:0810,8980.81,150.65,31.86,1.89,1.86,0.0
20230405:0910,28376.76,342.34,39.3,2.87,1.72,0.0
20230405:1010,42064.25,468.51,44.53,3.91,1.52,0.0
20230405:1110,47657.36,530.11,46.63,4.68,1.17,0.0
20230405:1210,54066.43,605.15,45.11,5.07,0.83,0.0
20230405:1310,60040.82,675.8,40.33,5.44,0.76,0.0
20230405:1410,57685.88,646.34,33.19,5.57,0.76,0.0
20230405:1510,53830.4,596.91,24.56,5.32,0.9,0.0
20230405:1610,39184.92,429.3,15.14,5.03,1.03,0.0
20230405:1710,9680.35,117.92,5.41,4.07,1.38,0.0
20230405:1810,0.0,0.0,0.0,3.0,1.59,0.0
20230405:1910,0.0,0.0,0.0,2.38,1.59,0.0
20230405:2010,0.0,0.0,0.0,1.88,1.66,0.0
20230405:2110,0.0,0.0,0.0,1.31,1.59,0.0
20230405:2210,0.0,0.0,0.0,0.79,1.45,0.0
20230405:2310,0.0,0.0,0.0,0.16,1.31,0.0
20230406:0010,0.0,0.0,0.0,-0.53,1.1,0.0
20230406:0110,0.0,0.0,0.0,-0.82,1.03,0.0
20230406:0210,0.0,0.0,0.0,-1.1,1.03,0.0
20230406:0310,0.0,0.0,0.0,-1.5,1.1,0.0
20230406:0410,0.0,0.0,0.0,-2.0,1.24,0.0
20230406:0510,691.0,17.2,4.16,-2.25,1.38,0.0
20230406:0610,5007.85,67.88,13.9,-0.97,0.97,0.0
20230406:0710,7388.42,94.13,23.41,1.63,1.17,0.0
20230406:0810,8788.57,152.13,32.22,3.65,1.45,0.0
20230406:0910,28510.26,349.66,39.68,5.3,1.45,0.0
20230406:1010,44595.41,505.37,44.92,6.56,1.24,0.0
20230406:1110,55032.97,621.7,47.01,7.47,1.24,0.0
20230406:1210,68727.94,786.6,45.46,7.9,1.1,0.0
20230406:1310,72015.24,830.91,40.65,8.23,0.97,0.0
20230406:1410,69925.16,806.79,33.46,8.29,0.76,0.0
20230406:1510,63908.05,736.87,24.82,8.12,0.21,0.0
20230406:1610,46346.93,516.8,15.38,7.7,0.76,0.0
20230406:1710,16056.31,185.89,5.65,6.8,1.45,0.0
20230406:1810,0.0,0.0,0.0,5.39,1.72,0.0
20230406:1910,0.0,0.0,0.0,4.6,1.31,0.0
20230406:2010,0.0,0.0,0.0,2.87,1.45,0.0
20230406:2110,0.0,0.0,0.0,1.65,1.72,0.0
20230406:2210,0.0,0.0,0.0,0.57,1.79,0.0
20230406:2310,0.0,0.0,0.0,-0.21,1.79,0.0
20230407:0010,0.0,0.0,0.0,-0.73,1.72,0.0
20230407:0110,0.0,0.0,0.0,-1.01,1.66,0.0
20230407:0210,0.0,0.0,0.0,-1.02,1.45,0.0
20230407:0310,0.0,0.0,0.0,-0.78,1.24,0.0
20230407:0410,0.0,0.0,0.0,-0.97,1.1,0.0
20230407:0510,815.95,19.01,4.5,-1.14,0.97,0.0
20230407:0610,5556.8,74.22,14.23,0.36,0.48,0.0
20230407:0710,7944.85,100.46,23.75,2.53,0.69,0.0
20230407:0810,9658.99,160.64,32.57,4.89,0.83,0.0
20230407:0910,28615.99,352.5,40.05,6.8,0.83,0.0
20230407:1010,46844.62,539.39,45.3,8.38,0.83,0.0
20230407:1110,59938.3,689.12,47.39,9.56,0.9,0.0
20230407:1210,69829.04,816.02,45.81,10.35,0.76,0.0
20230407:1310,56290.01,652.61,40.96,11.09,0.48,0.0
20230407:1410,68031.6,799.44,33.74,11.13,0.48,0.0
20230407:1510,59890.24,693.28,25.07,10.87,0.41,0.0
20230407:1610,34801.85,393.72,15.62,10.88,0.62,0.0
20230407:1710,19936.36,230.38,5.89,10.2,0.9,0.0
20230407:1810,0.0,0.0,0.0,8.29,1.31,0.0
20230407:1910,0.0,0.0,0.0,6.54,1.86,0.0
20230407:2010,0.0,0.0,0.0,4.86,2.28,0.0
20230407:2110,0.0,0.0,0.0,3.42,2.34,0.0
20230407:2210,0.0,0.0,0.0,2.55,2.34,0.0
20230407:2310,0.0,0.0,0.0,1.77,2.07,0.0
20230408:0010,0.0,0.0,0.0,1.24,1.86,0.0
20230408:0110,0.0,0.0,0.0,0.76,1.79,0.0
20230408:0210,0.0,0.0,0.0,0.71,2.0,0.0
20230408:0310,0.0,0.0,0.0,0.88,1.93,0.0
20230408:0410,0.0,0.0,0.0,1.11,1.93,0.0
20230408:0510,378.07,12.67,4.83,1.14,1.86,0.0
20230408:0610,615.17,16.29,14.57,1.29,1.45,0.0
20230408:0710,4943.77,67.88,24.09,1.89,1.86,0.0
20230408:0810,11840.92,140.95,32.92,2.29,1.93,0.0
20230408:0910,12964.45,153.25,40.42,3.33,2.07,0.0
20230408:1010,7791.06,99.33,45.68,4.34,2.07,0.0
20230408:1110,9974.05,122.98,47.76,5.33,2.07,0.0
20230408:1210,10109.69,124.87,46.16,6.28,2.21,0.0
20230408:1310,34953.5,388.69,41.27,6.63,2.07,0.0
20230408:1410,11499.16,140.0,34.02,6.71,1.66,0.0
20230408:1510,8932.75,112.57,25.32,6.6,1.66,0.0
20230408:1610,12194.42,146.07,15.86,6.58,1.93,0.0
20230408:1710,6096.14,80.89,6.12,6.09,1.59,0.0
20230408:1810,0.0,0.0,0.0,5.25,1.66,0.0
20230408:1910,0.0,0.0,0.0,4.92,1.52,0.0
20230408:2010,0.0,0.0,0.0,4.45,1.45,0.0
20230408:2110,0.0,0.0,0.0,4.12,1.38,0.0
20230408:2210,0.0,0.0,0.0,3.78,1.38,0.0
20230408:2310,0.0,0.0,0.0,3.31,1.38,0.0
20230409:0010,0.0,0.0,0.0,2.71,1.45,0.0
20230409:0110,0.0,0.0,0.0,1.89,1.66,0.0
20230409:0210,0.0,0.0,0.0,1.01,1.72,0.0
20230409:0310,0.0,0.0,0.0,0.39,1.72,0.0
20230409:0410,0.0,0.0,0.0,-0.03,1.66,0.0
20230409:0510,1151.3,23.53,5.16,-0.57,1.66,0.0
20230409:0610,5044.16,68.78,14.9,1.01,1.24,0.0
20230409:0710,14886.85,174.68,24.43,4.88,1.52,0.0
20230409:0810,21709.24,255.54,33.27,6.69,1.86,0.0
20230409:0910,31491.05,364.56,40.78,8.18,2.55,0.0
20230409:1010,42209.5,476.09,46.06,9.1,2.9,0.0
20230409:1110,33148.58,374.77,48.14,9.73,2.69,0.0
20230409:1210,65171.5,735.36,46.51,9.97,2.69,0.0
20230409:1310,19227.2,225.0,41.58,10.51,2.55,0.0
20230409:1410,70334.21,800.31,34.29,10.92,2.48,0.0
20230409:1510,38326.25,429.42,25.57,11.07,2.34,0.0
20230409:1610,3442.16,52.97,16.09,10.76,2.0,0.0
20230409:1710,22929.96,261.49,6.36,10.04,1.45,0.0
20230409:1810,0.0,0.0,0.0,8.66,1.79,0.0
20230409:1910,0.0,0.0,0.0,6.88,1.86,0.0
20230409:2010,0.0,0.0,0.0,5.8,1.86,0.0
20230409:2110,0.0,0.0,0.0,4.92,1.86,0.0
20230409:2210,0.0,0.0,0.0,4.13,1.86,0.0
20230409:2310,0.0,0.0,0.0,3.42,1.86,0.0
20230410:0010,0.0,0.0,0.0,2.95,1.79,0.0
20230410:0110,0.0,0.0,0.0,2.11,1.72,0.0
20230410:0210,0.0,0.0,0.0,-0.07,1.66,0.0
20230410:0310,0.0,0.0,0.0,-0.55,1.66,0.0
20230410:0410,0.0,0.0,0.0,-0.93,1.59,0.0
20230410:0510,1296.55,25.34,5.49,-1.26,1.66,0.0
20230410:0610,5717.0,76.03,15.22,0.95,1.38,0.0
20230410:0710,7684.26,98.65,24.76,5.27,1.45,0.0
20230410:0810,10769.71,174.72,33.62,7.34,2.0,0.0
20230410:0910,30696.46,368.27,41.15,9.14,2.62,0.0
20230410:1010,45178.54,513.0,46.44,10.45,2.97,0.0
20230410:1110,52561.62,594.31,48.51,11.49,3.03,0.0
20230410:1210,63023.75,716.4,46.85,12.3,3.03,0.0
20230410:1310,73464.52,841.85,41.88,12.67,3.03,0.0
20230410:1410,72878.18,833.59,34.56,12.83,3.1,0.0
20230410:1510,64854.3,734.6,25.81,12.81,3.1,0.0
20230410:1610,49249.75,550.92,16.33,12.29,2.9,0.0
20230410:1710,11587.8,141.53,6.59,11.1,2.28,0.0
20230410:1810,0.0,0.0,0.0,9.37,2.48,0.0
20230410:1910,0.0,0.0,0.0,8.53,2.48,0.0
20230410:2010,0.0,0.0,0.0,7.69,2.55,0.0
20230410:2110,0.0,0.0,0.0,7.04,2.55,0.0
20230410:2210,0.0,0.0,0.0,6.47,2.76,0.0
20230410:2310,0.0,0.0,0.0,6.13,2.97,0.0
20230411:0010,0.0,0.0,0.0,6.01,2.9,0.0
20230411:0110,0.0,0.0,0.0,6.03,2.55,0.0
20230411:0210,0.0,0.0,0.0,5.84,2.34,0.0
20230411:0310,0.0,0.0,0.0,5.36,2.62,0.0
20230411:0410,0.0,0.0,0.0,5.7,2.9,0.0
20230411:0510,1108.58,23.53,5.81,6.43,3.03,0.0
20230411:0610,6045.95,81.46,15.55,7.34,3.17,0.0
20230411:0710,1724.82,31.68,25.09,7.77,4.14,0.0
20230411:0810,9113.24,114.46,33.96,7.32,4.21,0.0
20230411:0910,32575.07,374.17,41.51,7.86,4.34,0.0
20230411:1010,31295.6,351.93,46.81,9.48,4.97,0.0
20230411:1110,49605.4,552.02,48.88,10.57,5.03,0.0
20230411:1210,63911.26,712.92,47.2,11.19,4.76,0.0
20230411:1310,37448.35,420.08,42.19,11.54,4.55,0.0
20230411:1410,8939.16,114.46,34.83,11.34,4.41,0.0
20230411:1510,2268.43,38.79,26.06,10.33,4.55,0.0
20230411:1610,44662.69,490.41,16.56,9.92,4.0,0.0
20230411:1710,21048.14,238.52,6.83,8.68,3.24,0.0
20230411:1810,0.0,0.0,0.0,7.53,2.14,0.0
20230411:1910,0.0,0.0,0.0,6.8,1.86,0.0
20230411:2010,0.0,0.0,0.0,5.75,1.24,0.0
20230411:2110,0.0,0.0,0.0,6.32,0.55,0.0
20230411:2210,0.0,0.0,0.0,4.19,1.17,0.0
20230411:2310,0.0,0.0,0.0,2.26,1.66,0.0
20230412:0010,0.0,0.0,0.0,2.07,1.72,0.0
20230412:0110,0.0,0.0,0.0,2.07,1.79,0.0
20230412:0210,0.0,0.0,0.0,2.38,1.79,0.0
20230412:0310,0.0,0.0,0.0,2.76,1.86,0.0
20230412:0410,0.0,0.0,0.0,3.14,1.93,0.0
20230412:0510,212.53,9.96,6.13,3.37,2.07,0.0
20230412:0610,4481.33,63.35,15.87,4.22,2.14,0.0
20230412:0710,4384.14,62.45,25.42,4.98,2.34,0.0
20230412:0810,14337.9,169.45,34.31,6.31,2.97,0.0
20230412:0910,11791.79,142.84,41.87,7.09,3.72,0.0
20230412:1010,12657.94,152.3,47.18,7.88,4.62,0.0
20230412:1110,12444.34,150.41,49.25,8.25,3.93,0.0
20230412:1210,14194.79,169.33,47.54,8.66,3.59,0.0
20230412:1310,11597.41,141.9,42.49,8.91,3.52,0.0
20230412:1410,9544.72,120.14,35.1,9.24,3.24,0.0
20230412:1510,2279.11,38.79,26.3,9.28,2.83,0.0
20230412:1610,11567.51,141.04,16.79,9.38,2.83,0.0
20230412:1710,176.22,9.46,7.06,9.22,2.83,0.0
20230412:1810,0.0,0.0,0.0,8.9,2.83,0.0
20230412:1910,0.0,0.0,0.0,8.7,2.62,0.0
20230412:2010,0.0,0.0,0.0,8.25,2.76,0.0
20230412:2110,0.0,0.0,0.0,7.62,2.21,0.0
20230412:2210,0.0,0.0,0.0,6.95,2.14,0.0
20230412:2310,0.0,0.0,0.0,6.41,2.28,0.0
20230413:0010,0.0,0.0,0.0,6.37,2.41,0.0
20230413:0110,0.0,0.0,0.0,6.12,2.34,0.0
20230413:0210,0.0,0.0,0.0,5.81,2.21,0.0
20230413:0310,0.0,0.0,0.0,5.31,2.28,0.0
20230413:0410,0.0,0.0,0.0,4.93,2.55,0.0
20230413:0510,602.35,16.29,6.45,4.75,2.76,0.0
