Latitude (decimal degrees):	49.445
Longitude (decimal degrees):	11.859
Elevation (m):	379
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: -90 deg. 
Nominal power of the PV system (c-Si) (kWp):	106.8
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230308:0410,0.0,0.0,0.0,1.58,2.9,0.0
20230308:0510,0.0,0.0,0.0,1.33,2.48,0.0
20230308:0610,189.04,9.46,3.81,0.86,2.21,0.0
20230308:0710,3361.0,50.14,13.08,1.18,2.48,0.0
20230308:0810,6639.76,86.08,21.48,1.83,2.48,0.0
20230308:0910,6806.36,87.98,28.47,2.22,2.62,0.0
20230308:1010,13395.92,157.03,33.39,2.58,2.76,0.0
20230308:1110,13306.21,156.09,35.59,2.8,3.38,0.0
20230308:1210,12421.91,146.63,34.73,2.2,3.1,0.0
20230308:1310,10492.03,126.76,30.94,2.51,3.24,0.0
20230308:1410,9511.61,117.3,24.78,4.2,3.52,0.0
20230308:1510,4535.8,64.26,16.92,5.81,4.97,0.0
20230308:1610,3008.56,47.06,7.98,6.73,4.62,0.0
20230308:1710,0.0,0.0,0.0,6.82,4.21,0.0
20230308:1810,0.0,0.0,0.0,6.66,3.59,0.0
20230308:1910,0.0,0.0,0.0,7.4,4.28,0.0
20230308:2010,0.0,0.0,0.0,7.63,4.41,0.0
20230308:2110,0.0,0.0,0.0,7.72,4.9,0.0
20230308:2210,0.0,0.0,0.0,7.72,4.83,0.0
20230308:2310,0.0,0.0,0.0,7.8,4.34,0.0
20230309:0010,0.0,0.0,0.0,7.65,3.52,0.0
20230309:0110,0.0,0.0,0.0,7.76,4.21,0.0
20230309:0210,0.0,0.0,0.0,8.3,5.72,0.0
20230309:0310,0.0,0.0,0.0,8.36,5.38,0.0
20230309:0410,0.0,0.0,0.0,8.04,4.62,0.0
20230309:0510,0.0,0.0,0.0,8.08,5.31,0.0
20230309:0610,84.37,7.57,4.15,8.05,5.93,0.0
20230309:0710,4269.86,61.49,13.43,6.75,5.59,0.0
20230309:0810,15290.56,178.32,21.84,7.16,6.14,0.0
20230309:0910,13731.28,163.07,28.85,7.75,6.76,0.0
20230309:1010,10807.09,132.44,33.78,7.65,5.93,0.0
20230309:1110,14489.56,171.22,35.99,7.81,6.34,0.0
20230309:1210,15145.31,178.52,35.1,8.44,6.76,0.0
20230309:1310,10990.79,135.28,31.28,9.16,5.45,0.0
20230309:1410,12397.34,159.07,25.09,9.35,5.93,0.0
20230309:1510,8812.07,112.23,17.21,9.69,5.45,0.0
20230309:1610,3196.52,49.78,8.25,9.48,4.34,0.0
20230309:1710,0.0,0.0,0.0,8.71,3.66,0.0
20230309:1810,0.0,0.0,0.0,7.9,3.24,0.0
20230309:1910,0.0,0.0,0.0,7.39,2.69,0.0
20230309:2010,0.0,0.0,0.0,6.79,2.34,0.0
20230309:2110,0.0,0.0,0.0,5.9,2.21,0.0
20230309:2210,0.0,0.0,0.0,5.34,2.48,0.0
20230309:2310,0.0,0.0,0.0,5.12,2.69,0.0
20230310:0010,0.0,0.0,0.0,5.23,2.9,0.0
20230310:0110,0.0,0.0,0.0,5.44,3.17,0.0
20230310:0210,0.0,0.0,0.0,5.68,3.24,0.0
20230310:0310,0.0,0.0,0.0,5.46,3.1,0.0
20230310:0410,0.0,0.0,0.0,5.66,3.38,0.0
20230310:0510,0.0,0.0,0.0,6.01,3.72,0.0
20230310:0610,342.83,12.3,4.5,6.12,3.52,0.0
20230310:0710,9565.01,118.57,13.78,7.25,3.93,0.0
20230310:0810,30072.74,333.28,22.21,7.98,3.59,0.0
20230310:0910,33108.0,369.47,29.23,9.45,3.45,0.0
20230310:1010,26975.54,306.51,34.18,10.88,4.41,0.0
20230310:1110,13564.67,164.6,36.38,11.95,4.97,0.0
20230310:1210,37973.81,437.91,35.48,10.74,6.41,0.0
20230310:1310,3128.17,49.19,31.63,10.72,5.24,0.0
20230310:1410,6456.06,106.17,25.41,11.17,5.1,0.0
20230310:1510,9520.15,119.47,17.5,8.97,5.66,0.0
20230310:1610,2923.12,46.16,8.52,7.35,5.72,0.0
20230310:1710,0.0,0.0,0.0,6.2,6.07,0.0
20230310:1810,0.0,0.0,0.0,5.16,6.21,0.0
20230310:1910,0.0,0.0,0.0,5.28,6.14,0.0
20230310:2010,0.0,0.0,0.0,4.46,6.55,0.0
20230310:2110,0.0,0.0,0.0,3.75,6.28,0.0
20230310:2210,0.0,0.0,0.0,2.81,7.1,0.0
20230310:2310,0.0,0.0,0.0,1.01,7.93,0.0
20230311:0010,0.0,0.0,0.0,0.28,7.31,0.0
20230311:0110,0.0,0.0,0.0,0.09,7.1,0.0
20230311:0210,0.0,0.0,0.0,-0.27,6.83,0.0
20230311:0310,0.0,0.0,0.0,-0.53,5.79,0.0
20230311:0410,0.0,0.0,0.0,-0.84,5.38,0.0
20230311:0510,0.0,0.0,0.0,-1.19,4.83,0.0
20230311:0610,1618.02,29.23,4.84,-1.26,4.69,0.0
20230311:0710,19017.88,208.89,14.13,-0.67,4.76,0.0
20230311:0810,17312.28,193.62,22.58,-0.11,4.83,0.0
20230311:0910,31135.4,333.82,29.62,0.38,4.55,0.0
20230311:1010,16561.48,187.59,34.57,0.55,4.34,0.0
20230311:1110,17358.2,195.82,36.78,0.58,4.14,0.0
20230311:1210,9310.82,113.52,35.86,0.73,4.07,0.0
20230311:1310,20864.45,233.65,31.98,0.78,3.86,0.0
20230311:1410,16167.38,186.02,25.72,0.82,3.38,0.0
20230311:1510,8204.38,102.27,17.78,1.2,3.52,0.0
20230311:1610,807.41,19.01,8.78,0.97,3.52,0.0
20230311:1710,0.0,0.0,0.0,0.63,2.55,0.0
20230311:1810,0.0,0.0,0.0,0.24,1.93,0.0
20230311:1910,0.0,0.0,0.0,0.01,1.59,0.0
20230311:2010,0.0,0.0,0.0,-0.34,1.45,0.0
20230311:2110,0.0,0.0,0.0,-0.55,1.38,0.0
20230311:2210,0.0,0.0,0.0,-1.02,1.45,0.0
20230311:2310,0.0,0.0,0.0,-1.61,1.45,0.0
20230312:0010,0.0,0.0,0.0,-2.09,1.38,0.0
20230312:0110,0.0,0.0,0.0,-2.31,1.31,0.0
20230312:0210,0.0,0.0,0.0,-2.62,1.31,0.0
20230312:0310,0.0,0.0,0.0,-2.74,1.24,0.0
20230312:0410,0.0,0.0,0.0,-2.99,1.31,0.0
20230312:0510,0.0,0.0,0.0,-3.1,1.31,0.0
20230312:0610,3278.76,48.11,5.18,-3.15,1.31,0.0
20230312:0710,22839.18,248.6,14.49,-1.15,1.31,0.0
20230312:0810,38424.5,412.18,22.95,0.52,1.66,0.0
20230312:0910,31646.98,343.87,30.0,1.52,2.07,0.0
20230312:1010,45991.28,498.76,34.97,3.12,2.62,0.0
20230312:1110,23364.64,262.14,37.17,4.41,2.97,0.0
20230312:1210,13199.41,156.09,36.23,4.41,3.1,0.0
20230312:1310,7541.15,96.49,32.32,4.17,3.03,0.0
20230312:1410,5695.64,76.62,26.03,4.09,2.76,0.0
20230312:1510,8841.97,110.42,18.07,4.33,2.69,0.0
20230312:1610,3194.39,48.87,9.05,4.64,2.69,0.0
20230312:1710,0.0,0.0,0.0,4.83,2.76,0.0
20230312:1810,0.0,0.0,0.0,4.89,2.62,0.0
20230312:1910,0.0,0.0,0.0,5.57,2.69,0.0
20230312:2010,0.0,0.0,0.0,5.65,2.69,0.0
20230312:2110,0.0,0.0,0.0,5.4,2.62,0.0
20230312:2210,0.0,0.0,0.0,5.31,2.76,0.0
20230312:2310,0.0,0.0,0.0,5.09,2.69,0.0
20230313:0010,0.0,0.0,0.0,4.9,2.69,0.0
20230313:0110,0.0,0.0,0.0,4.54,2.62,0.0
20230313:0210,0.0,0.0,0.0,4.43,2.69,0.0
20230313:0310,0.0,0.0,0.0,4.44,2.69,0.0
20230313:0410,0.0,0.0,0.0,4.36,2.83,0.0
20230313:0510,0.0,0.0,0.0,4.51,3.1,0.0
20230313:0610,403.7,13.24,5.53,4.97,3.45,0.0
20230313:0710,2393.39,39.73,14.84,6.35,3.59,0.0
20230313:0810,14233.24,168.38,23.32,7.62,3.86,0.0
20230313:0910,9982.6,124.87,30.39,9.46,3.86,0.0
20230313:1010,36942.12,414.74,35.37,10.87,3.52,0.0
20230313:1110,8971.2,115.41,37.57,12.26,3.1,0.0
20230313:1210,25284.9,294.21,36.61,14.51,5.72,0.0
20230313:1310,12642.98,157.03,32.67,15.63,5.59,0.0
20230313:1410,14681.8,187.46,26.34,16.09,4.07,0.0
20230313:1510,9097.22,118.56,18.35,15.65,2.41,0.0
20230313:1610,3556.44,55.21,9.31,14.91,1.93,0.0
20230313:1710,0.0,0.0,0.0,12.83,2.62,0.0
20230313:1810,0.0,0.0,0.0,11.35,2.83,0.0
20230313:1910,0.0,0.0,0.0,10.86,2.97,0.0
20230313:2010,0.0,0.0,0.0,10.26,2.55,0.0
20230313:2110,0.0,0.0,0.0,9.91,2.0,0.0
20230313:2210,0.0,0.0,0.0,9.24,2.14,0.0
20230313:2310,0.0,0.0,0.0,8.8,2.34,0.0
20230314:0010,0.0,0.0,0.0,9.2,2.07,0.0
20230314:0110,0.0,0.0,0.0,9.08,2.62,0.0
20230314:0210,0.0,0.0,0.0,9.07,3.52,0.0
20230314:0310,0.0,0.0,0.0,8.44,3.45,0.0
20230314:0410,0.0,0.0,0.0,7.69,3.59,0.0
20230314:0510,0.0,0.0,0.0,7.13,3.66,0.0
20230314:0610,907.8,20.81,5.88,6.77,3.79,0.0
20230314:0710,17929.58,205.79,15.2,7.95,3.72,0.0
20230314:0810,9848.03,123.11,23.69,8.82,3.31,0.0
20230314:0910,22230.42,254.34,30.78,9.65,4.14,0.0
20230314:1010,42326.98,467.91,35.77,10.42,6.0,0.0
20230314:1110,10103.28,126.76,37.97,11.07,5.93,0.0
20230314:1210,25819.97,295.08,36.99,10.61,5.24,0.0
20230314:1310,11643.34,142.84,33.01,10.34,6.0,0.0
20230314:1410,5384.86,74.73,26.65,9.62,5.52,0.0
20230314:1510,2454.26,40.73,18.63,8.3,6.21,0.0
20230314:1610,419.72,13.58,9.58,6.68,6.48,0.0
20230314:1710,0.0,0.0,0.0,5.75,5.79,0.0
20230314:1810,0.0,0.0,0.0,5.09,5.38,0.0
20230314:1910,0.0,0.0,0.0,4.0,4.34,0.0
20230314:2010,0.0,0.0,0.0,3.38,3.52,0.0
20230314:2110,0.0,0.0,0.0,2.72,2.62,0.0
20230314:2210,0.0,0.0,0.0,2.11,2.0,0.0
20230314:2310,0.0,0.0,0.0,1.66,1.45,0.0
20230315:0010,0.0,0.0,0.0,0.98,1.38,0.0
20230315:0110,0.0,0.0,0.0,0.7,1.66,0.0
20230315:0210,0.0,0.0,0.0,0.68,2.21,0.0
20230315:0310,0.0,0.0,0.0,0.59,2.28,0.0
20230315:0410,0.0,0.0,0.0,0.26,2.14,0.0
20230315:0510,0.0,0.0,0.0,-0.46,2.48,0.0
20230315:0610,26426.59,284.32,6.23,-0.79,2.21,0.0
20230315:0710,47298.52,496.98,15.56,-0.13,3.79,0.0
20230315:0810,63607.94,676.36,24.06,1.07,3.72,0.0
20230315:0910,46757.04,500.96,31.17,2.58,3.66,0.0
20230315:1010,51635.66,556.09,36.17,3.79,4.28,0.0
20230315:1110,25457.92,282.9,38.36,4.59,4.76,0.0
20230315:1210,4646.87,65.27,37.37,4.88,4.07,0.0
20230315:1310,9426.17,116.36,33.36,4.29,4.21,0.0
20230315:1410,16720.61,193.71,26.96,3.4,4.14,0.0
20230315:1510,11140.31,133.95,18.92,3.31,3.24,0.0
20230315:1610,4422.59,62.45,9.84,3.31,3.03,0.0
20230315:1710,0.0,0.0,0.0,2.4,2.28,0.0
20230315:1810,0.0,0.0,0.0,1.48,2.0,0.0
20230315:1910,0.0,0.0,0.0,0.1,1.79,0.0
20230315:2010,0.0,0.0,0.0,-0.57,1.72,0.0
20230315:2110,0.0,0.0,0.0,-1.22,1.59,0.0
20230315:2210,0.0,0.0,0.0,-2.26,1.45,0.0
20230315:2310,0.0,0.0,0.0,-2.86,1.17,0.0
20230316:0010,0.0,0.0,0.0,-2.07,0.83,0.0
20230316:0110,0.0,0.0,0.0,-1.89,0.48,0.0
20230316:0210,0.0,0.0,0.0,-2.18,0.07,0.0
20230316:0310,0.0,0.0,0.0,-2.5,0.48,0.0
20230316:0410,0.0,0.0,0.0,-3.66,1.03,0.0
20230316:0510,0.0,0.0,0.0,-4.07,1.24,0.0
20230316:0610,3870.43,54.48,6.58,-3.88,1.59,0.0
20230316:0710,11022.83,129.93,15.92,-1.42,1.17,0.0
20230316:0810,20465.02,227.88,24.44,0.92,1.72,0.0
20230316:0910,31368.23,342.55,31.56,2.64,2.28,0.0
20230316:1010,55228.42,602.1,36.57,4.02,2.62,0.0
20230316:1110,53671.27,590.08,38.76,5.19,2.9,0.0
20230316:1210,41992.69,475.31,37.74,5.99,3.17,0.0
20230316:1310,22754.81,294.83,33.7,6.53,3.1,0.0
20230316:1410,5632.63,108.32,27.27,6.73,2.97,0.0
20230316:1510,5079.41,70.59,19.2,6.63,2.97,0.0
20230316:1610,2785.34,44.35,10.1,5.94,2.48,0.0
20230316:1710,0.0,0.0,0.0,4.36,2.48,0.0
20230316:1810,0.0,0.0,0.0,2.94,2.62,0.0
20230316:1910,0.0,0.0,0.0,2.45,2.21,0.0
20230316:2010,0.0,0.0,0.0,1.94,2.34,0.0
20230316:2110,0.0,0.0,0.0,1.55,2.28,0.0
20230316:2210,0.0,0.0,0.0,1.19,2.28,0.0
20230316:2310,0.0,0.0,0.0,0.83,2.34,0.0
20230317:0010,0.0,0.0,0.0,0.68,2.41,0.0
20230317:0110,0.0,0.0,0.0,0.6,2.34,0.0
20230317:0210,0.0,0.0,0.0,0.52,2.28,0.0
20230317:0310,0.0,0.0,0.0,0.43,2.21,0.0
20230317:0410,0.0,0.0,0.0,0.27,2.21,0.0
20230317:0510,0.0,0.0,0.0,0.21,2.28,0.0
20230317:0610,14332.56,163.26,6.93,0.39,2.14,0.0
20230317:0710,41621.03,446.37,16.28,1.59,1.79,0.0
20230317:0810,63659.21,696.3,24.81,4.36,2.34,0.0
20230317:0910,60947.56,673.76,31.95,6.76,2.48,0.0
20230317:1010,60206.36,674.45,36.97,8.93,2.41,0.0
20230317:1110,54370.81,615.93,39.16,10.89,2.55,0.0
20230317:1210,40786.92,477.41,38.12,12.58,2.55,0.0
20230317:1310,23834.56,302.6,34.05,13.62,2.28,0.0
20230317:1410,14023.91,185.65,27.58,13.96,2.07,0.0
20230317:1510,11061.28,139.38,19.48,13.79,1.86,0.0
20230317:1610,4448.22,65.16,10.36,12.79,1.72,0.0
20230317:1710,0.0,0.0,0.0,11.01,2.21,0.0
20230317:1810,0.0,0.0,0.0,9.37,2.34,0.0
20230317:1910,0.0,0.0,0.0,8.02,2.14,0.0
20230317:2010,0.0,0.0,0.0,7.0,2.0,0.0
20230317:2110,0.0,0.0,0.0,6.13,1.79,0.0
20230317:2210,0.0,0.0,0.0,5.16,1.79,0.0
20230317:2310,0.0,0.0,0.0,4.5,1.72,0.0
20230318:0010,0.0,0.0,0.0,4.03,1.66,0.0
20230318:0110,0.0,0.0,0.0,3.36,1.66,0.0
20230318:0210,0.0,0.0,0.0,2.9,1.66,0.0
20230318:0310,0.0,0.0,0.0,2.4,1.52,0.0
20230318:0410,0.0,0.0,0.0,2.15,1.31,0.0
20230318:0510,0.0,0.0,0.0,2.15,1.17,0.0
20230318:0610,1217.52,24.6,7.28,1.79,1.24,0.0
20230318:0710,15138.9,174.92,16.64,3.27,0.83,0.0
20230318:0810,36995.52,410.96,25.19,6.49,0.83,0.0
20230318:0910,42115.51,475.5,32.34,9.35,0.9,0.0
20230318:1010,57245.87,661.19,37.37,11.74,0.9,0.0
20230318:1110,49860.65,580.27,39.56,13.5,0.97,0.0
20230318:1210,39936.79,478.15,38.5,14.88,0.97,0.0
20230318:1310,22153.52,297.19,34.39,15.64,0.97,0.0
20230318:1410,5090.09,108.77,27.89,15.98,0.83,0.0
20230318:1510,4834.84,70.59,19.76,15.92,0.62,0.0
20230318:1610,3466.73,54.3,10.63,15.42,0.76,0.0
20230318:1710,0.0,0.0,0.0,13.94,1.79,0.0
20230318:1810,0.0,0.0,0.0,11.6,2.21,0.0
20230318:1910,0.0,0.0,0.0,9.71,2.07,0.0
20230318:2010,0.0,0.0,0.0,8.55,2.07,0.0
20230318:2110,0.0,0.0,0.0,7.59,1.86,0.0
20230318:2210,0.0,0.0,0.0,6.67,1.79,0.0
20230318:2310,0.0,0.0,0.0,5.76,1.79,0.0
20230319:0010,0.0,0.0,0.0,5.09,1.59,0.0
20230319:0110,0.0,0.0,0.0,4.55,1.52,0.0
20230319:0210,0.0,0.0,0.0,4.09,1.31,0.0
20230319:0310,0.0,0.0,0.0,3.62,1.24,0.0
20230319:0410,0.0,0.0,0.0,3.27,1.1,0.0
20230319:0510,0.0,0.0,0.0,3.47,0.83,0.0
20230319:0610,2395.52,39.34,7.63,3.93,0.62,0.0
20230319:0710,9741.23,120.04,17.0,4.55,0.48,0.0
20230319:0810,8006.8,103.11,25.56,7.29,0.55,0.0
20230319:0910,26035.7,297.15,32.73,9.0,1.1,0.0
20230319:1010,26069.88,298.87,37.78,10.17,1.79,0.0
20230319:1110,16177.0,192.98,39.96,11.1,2.14,0.0
20230319:1210,23219.39,270.58,38.87,11.59,1.79,0.0
20230319:1310,25366.07,302.72,34.73,12.25,1.86,0.0
20230319:1410,5884.68,81.35,28.2,12.27,1.93,0.0
20230319:1510,8978.68,115.85,20.03,12.33,1.31,0.0
20230319:1610,4534.73,66.07,10.88,12.15,0.76,0.0
20230319:1710,0.0,0.0,0.0,11.41,1.17,0.0
20230319:1810,0.0,0.0,0.0,9.99,1.79,0.0
20230319:1910,0.0,0.0,0.0,7.97,1.72,0.0
20230319:2010,0.0,0.0,0.0,7.3,1.66,0.0
20230319:2110,0.0,0.0,0.0,6.47,1.66,0.0
20230319:2210,0.0,0.0,0.0,5.13,1.79,0.0
20230319:2310,0.0,0.0,0.0,4.65,1.86,0.0
20230320:0010,0.0,0.0,0.0,4.53,1.93,0.0
20230320:0110,0.0,0.0,0.0,4.65,2.0,0.0
20230320:0210,0.0,0.0,0.0,4.61,2.0,0.0
20230320:0310,0.0,0.0,0.0,4.67,1.93,0.0
20230320:0410,0.0,0.0,0.0,4.33,2.07,0.0
20230320:0510,0.0,0.0,0.0,4.52,2.0,0.0
20230320:0610,5950.9,79.24,7.99,5.36,1.79,0.0
20230320:0710,14291.98,167.4,17.36,5.85,2.41,0.0
20230320:0810,22327.61,252.74,25.94,6.87,2.34,0.0
20230320:0910,27820.33,312.92,33.12,8.1,2.55,0.0
20230320:1010,28020.05,317.1,38.18,9.22,2.9,0.0
20230320:1110,28609.58,325.25,40.36,10.0,2.9,0.0
20230320:1210,25402.38,292.36,39.25,10.81,2.9,0.0
20230320:1310,19355.36,227.92,35.07,11.7,3.24,0.0
20230320:1410,6339.65,86.08,28.5,11.48,3.1,0.0
20230320:1510,6096.14,83.27,20.31,11.15,3.1,0.0
20230320:1610,4574.24,66.07,11.14,10.79,2.28,0.0
20230320:1710,0.0,0.0,0.0,10.08,1.86,0.0
20230320:1810,0.0,0.0,0.0,9.2,1.86,0.0
20230320:1910,0.0,0.0,0.0,8.55,1.79,0.0
20230320:2010,0.0,0.0,0.0,8.17,1.79,0.0
20230320:2110,0.0,0.0,0.0,7.82,1.79,0.0
20230320:2210,0.0,0.0,0.0,7.54,1.79,0.0
20230320:2310,0.0,0.0,0.0,7.32,1.72,0.0
20230321:0010,0.0,0.0,0.0,7.07,1.72,0.0
20230321:0110,0.0,0.0,0.0,6.59,1.72,0.0
20230321:0210,0.0,0.0,0.0,6.36,1.59,0.0
20230321:0310,0.0,0.0,0.0,6.06,1.45,0.0
20230321:0410,0.0,0.0,0.0,5.83,1.45,0.0
20230321:0510,0.0,0.0,0.0,5.36,1.45,0.0
20230321:0610,19607.41,221.57,8.34,5.17,1.1,0.0
20230321:0710,0.0,0.0,0.0,6.41,1.03,0.0
20230321:0810,0.0,0.0,0.0,7.49,1.24,0.0
20230321:0910,65253.73,739.73,33.51,8.59,1.45,0.0
20230321:1010,63276.86,720.6,38.58,9.91,1.59,0.0
20230321:1110,54308.87,622.22,40.75,11.35,1.52,0.0
20230321:1210,41747.05,490.2,39.62,12.55,1.52,0.0
20230321:1310,23611.34,308.49,35.41,13.37,1.52,0.0
20230321:1410,9446.46,149.57,28.81,14.11,1.93,0.0
20230321:1510,9977.26,127.61,20.59,13.97,1.66,0.0
20230321:1610,5209.7,74.22,11.4,13.53,0.69,0.0
20230321:1710,0.0,0.91,1.75,12.59,0.69,0.0
20230321:1810,0.0,0.0,0.0,11.13,0.97,0.0
20230321:1910,0.0,0.0,0.0,9.88,1.38,0.0
20230321:2010,0.0,0.0,0.0,8.57,1.59,0.0
20230321:2110,0.0,0.0,0.0,7.89,1.45,0.0
20230321:2210,0.0,0.0,0.0,7.17,1.24,0.0
20230321:2310,0.0,0.0,0.0,7.2,1.31,0.0
20230322:0010,0.0,0.0,0.0,7.01,1.59,0.0
20230322:0110,0.0,0.0,0.0,6.0,1.79,0.0
20230322:0210,0.0,0.0,0.0,5.43,1.86,0.0
20230322:0310,0.0,0.0,0.0,4.87,1.93,0.0
20230322:0410,0.0,0.0,0.0,4.46,1.93,0.0
20230322:0510,0.0,0.0,0.0,4.02,1.86,0.0
20230322:0610,16725.95,190.43,8.69,4.01,1.59,0.0
20230322:0710,0.0,0.0,0.0,6.56,1.31,0.0
20230322:0810,63428.52,717.04,26.69,9.13,1.59,0.0
20230322:0910,65748.22,750.63,33.91,11.35,2.0,0.0
20230322:1010,62170.42,706.15,38.98,13.09,3.17,0.0
20230322:1110,54693.35,624.67,41.15,14.06,3.24,0.0
20230322:1210,42133.67,493.68,40.0,15.01,3.31,0.0
20230322:1310,24034.27,312.38,35.75,15.79,3.38,0.0
20230322:1410,12231.8,175.8,29.11,16.16,3.31,0.0
20230322:1510,11050.6,140.28,20.86,16.06,3.17,0.0
20230322:1610,4546.48,66.97,11.66,15.4,2.14,0.0
20230322:1710,0.0,4.53,2.0,13.9,1.72,0.0
20230322:1810,0.0,0.0,0.0,12.2,1.79,0.0
20230322:1910,0.0,0.0,0.0,10.85,1.86,0.0
20230322:2010,0.0,0.0,0.0,9.72,2.0,0.0
20230322:2110,0.0,0.0,0.0,9.05,2.07,0.0
20230322:2210,0.0,0.0,0.0,8.1,2.07,0.0
20230322:2310,0.0,0.0,0.0,7.8,2.07,0.0
20230323:0010,0.0,0.0,0.0,7.79,2.14,0.0
20230323:0110,0.0,0.0,0.0,7.81,2.21,0.0
20230323:0210,0.0,0.0,0.0,7.9,2.34,0.0
20230323:0310,0.0,0.0,0.0,8.13,2.41,0.0
20230323:0410,0.0,0.0,0.0,8.39,2.48,0.0
20230323:0510,0.0,0.0,0.0,8.76,2.62,0.0
20230323:0610,4408.7,63.41,9.04,9.11,2.9,0.0
20230323:0710,11241.77,137.85,18.45,9.32,2.9,0.0
20230323:0810,21590.69,248.99,27.06,10.84,2.9,0.0
20230323:0910,6155.95,84.19,34.3,11.84,2.62,0.0
20230323:1010,19110.79,225.17,39.39,12.26,2.97,0.0
20230323:1110,30906.85,356.13,41.55,13.86,3.03,0.0
20230323:1210,16843.43,203.12,40.37,16.29,6.48,0.0
20230323:1310,21612.05,256.42,36.09,15.49,4.76,0.0
20230323:1410,13079.8,161.84,29.41,14.69,3.72,0.0
20230323:1510,10880.78,137.57,21.13,14.99,4.41,0.0
20230323:1610,4262.39,63.35,11.91,14.35,2.97,0.0
20230323:1710,0.0,2.72,2.25,13.69,2.48,0.0
20230323:1810,0.0,0.0,0.0,12.81,2.0,0.0
20230323:1910,0.0,0.0,0.0,12.16,2.07,0.0
20230323:2010,0.0,0.0,0.0,11.64,2.28,0.0
20230323:2110,0.0,0.0,0.0,11.19,2.48,0.0
20230323:2210,0.0,0.0,0.0,10.88,2.48,0.0
20230323:2310,0.0,0.0,0.0,10.68,2.55,0.0
20230324:0010,0.0,0.0,0.0,10.42,2.62,0.0
20230324:0110,0.0,0.0,0.0,9.86,2.55,0.0
20230324:0210,0.0,0.0,0.0,9.34,2.41,0.0
20230324:0310,0.0,0.0,0.0,9.06,2.48,0.0
20230324:0410,0.0,0.0,0.0,9.07,2.76,0.0
20230324:0510,0.0,0.0,0.0,9.09,2.9,0.0
20230324:0610,5547.19,76.08,9.4,9.38,2.83,0.0
20230324:0710,10865.83,134.87,18.81,11.22,3.38,0.0
20230324:0810,9982.6,125.82,27.44,11.12,3.31,0.0
20230324:0910,15946.31,190.26,34.69,11.49,3.17,0.0
20230324:1010,7106.47,94.6,39.79,11.69,3.86,0.0
20230324:1110,23362.5,270.39,41.95,12.07,3.86,0.0
20230324:1210,31609.6,363.07,40.74,13.15,4.14,0.0
20230324:1310,9089.75,117.3,36.42,13.75,4.07,0.0
20230324:1410,16845.56,203.26,29.71,13.73,4.83,0.0
20230324:1510,7515.52,99.56,21.41,12.94,4.62,0.0
20230324:1610,5186.21,73.31,12.17,12.2,4.28,0.0
20230324:1710,0.0,2.72,2.49,11.54,2.97,0.0
20230324:1810,0.0,0.0,0.0,10.77,2.62,0.0
20230324:1910,0.0,0.0,0.0,10.39,3.24,0.0
20230324:2010,0.0,0.0,0.0,9.86,3.24,0.0
20230324:2110,0.0,0.0,0.0,9.35,3.24,0.0
20230324:2210,0.0,0.0,0.0,8.96,3.24,0.0
20230324:2310,0.0,0.0,0.0,8.47,3.17,0.0
20230325:0010,0.0,0.0,0.0,8.18,3.38,0.0
20230325:0110,0.0,0.0,0.0,7.84,3.72,0.0
20230325:0210,0.0,0.0,0.0,7.69,4.0,0.0
20230325:0310,0.0,0.0,0.0,7.35,4.34,0.0
20230325:0410,0.0,0.0,0.0,6.92,4.28,0.0
20230325:0510,0.0,0.0,0.0,6.53,4.34,0.0
20230325:0610,10552.91,127.76,9.75,6.29,4.48,0.0
20230325:0710,43886.26,472.77,19.17,6.39,4.97,0.0
20230325:0810,19324.39,220.95,27.81,7.04,4.14,0.0
20230325:0910,42039.68,461.16,35.08,8.22,4.76,0.0
20230325:1010,31341.53,350.31,40.19,9.2,5.03,0.0
20230325:1110,24283.12,277.0,42.34,9.98,5.03,0.0
20230325:1210,7097.93,93.65,41.11,9.72,5.38,0.0
20230325:1310,12431.52,150.41,36.76,8.81,5.1,0.0
20230325:1410,2832.34,45.41,30.01,9.24,5.59,0.0
20230325:1510,9171.98,115.85,21.68,9.2,5.66,0.0
20230325:1610,4231.42,61.54,12.42,8.73,4.9,0.0
20230325:1710,205.06,9.96,2.74,8.36,4.21,0.0
20230325:1810,0.0,0.0,0.0,7.96,4.21,0.0
20230325:1910,0.0,0.0,0.0,7.18,4.28,0.0
20230325:2010,0.0,0.0,0.0,7.18,4.34,0.0
20230325:2110,0.0,0.0,0.0,7.0,4.41,0.0
20230325:2210,0.0,0.0,0.0,6.8,4.41,0.0
20230325:2310,0.0,0.0,0.0,6.59,4.34,0.0
20230326:0010,0.0,0.0,0.0,6.48,4.28,0.0
20230326:0110,0.0,0.0,0.0,6.02,4.07,0.0
20230326:0210,0.0,0.0,0.0,5.86,3.72,0.0
20230326:0310,0.0,0.0,0.0,5.71,3.38,0.0
20230326:0410,0.0,0.0,0.0,5.21,2.69,0.0
20230326:0510,0.0,0.0,0.0,5.08,2.28,0.0
20230326:0610,8123.21,102.3,10.1,5.21,2.21,0.0
20230326:0710,11085.84,134.64,19.53,6.06,2.21,0.0
20230326:0810,20136.07,230.3,28.19,7.17,2.69,0.0
20230326:0910,9165.58,115.41,35.47,7.73,2.76,0.0
20230326:1010,14584.61,173.11,40.59,7.97,3.1,0.0
