Latitude (decimal degrees):	49.445
Longitude (decimal degrees):	11.859
Elevation (m):	379
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	142.4
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230218:0310,0.0,0.0,0.0,7.97,3.59,0.0
20230218:0410,0.0,0.0,0.0,7.81,3.38,0.0
20230218:0510,0.0,0.0,0.0,7.7,3.24,0.0
20230218:0610,0.0,0.0,0.0,7.67,3.38,0.0
20230218:0710,5989.34,65.81,7.22,8.37,4.0,0.0
20230218:0810,6651.5,70.0,15.33,8.46,4.62,0.0
20230218:0910,28646.61,243.52,22.0,8.53,5.38,0.0
20230218:1010,24628.08,213.09,26.67,8.69,5.24,0.0
20230218:1110,11558.61,110.68,28.82,9.49,4.41,0.0
20230218:1210,8549.7,86.08,28.16,9.53,5.1,0.0
20230218:1310,4944.13,55.81,24.78,9.99,5.93,0.0
20230218:1410,8750.48,87.98,19.12,10.38,6.34,0.0
20230218:1510,8129.62,82.96,11.71,10.32,6.41,0.0
20230218:1610,0.0,3.78,3.11,9.67,5.86,0.0
20230218:1710,0.0,0.0,0.0,8.94,5.31,0.0
20230218:1810,0.0,0.0,0.0,8.36,5.03,0.0
20230218:1910,0.0,0.0,0.0,8.21,4.97,0.0
20230218:2010,0.0,0.0,0.0,7.8,4.62,0.0
20230218:2110,0.0,0.0,0.0,7.5,4.34,0.0
20230218:2210,0.0,0.0,0.0,7.32,4.14,0.0
20230218:2310,0.0,0.0,0.0,7.24,4.0,0.0
20230219:0010,0.0,0.0,0.0,7.16,3.86,0.0
20230219:0110,0.0,0.0,0.0,7.09,3.93,0.0
20230219:0210,0.0,0.0,0.0,7.03,3.93,0.0
20230219:0310,0.0,0.0,0.0,6.85,4.14,0.0
20230219:0410,0.0,0.0,0.0,6.82,4.41,0.0
20230219:0510,0.0,0.0,0.0,6.79,4.69,0.0
20230219:0610,0.0,0.0,0.0,6.71,5.17,0.0
20230219:0710,4934.16,55.76,7.52,6.64,5.52,0.0
20230219:0810,4912.8,54.87,15.64,6.81,5.66,0.0
20230219:0910,6591.7,69.06,22.33,7.0,6.14,0.0
20230219:1010,20781.86,182.69,27.02,7.66,4.28,0.0
20230219:1110,39373.6,327.02,29.17,7.82,4.97,0.0
20230219:1210,24504.19,212.71,28.51,8.73,4.41,0.0
20230219:1310,19970.18,176.48,25.12,8.29,5.1,0.0
20230219:1410,9261.7,91.76,19.43,8.94,4.41,0.0
20230219:1510,686.37,15.14,12.0,8.13,4.97,0.0
20230219:1610,827.34,17.44,3.38,7.24,3.79,0.0
20230219:1710,0.0,0.0,0.0,6.38,3.17,0.0
20230219:1810,0.0,0.0,0.0,6.11,2.76,0.0
20230219:1910,0.0,0.0,0.0,6.15,2.9,0.0
20230219:2010,0.0,0.0,0.0,6.1,2.9,0.0
20230219:2110,0.0,0.0,0.0,6.01,2.97,0.0
20230219:2210,0.0,0.0,0.0,5.81,3.24,0.0
20230219:2310,0.0,0.0,0.0,5.66,3.52,0.0
20230220:0010,0.0,0.0,0.0,5.52,3.72,0.0
20230220:0110,0.0,0.0,0.0,5.35,3.45,0.0
20230220:0210,0.0,0.0,0.0,5.2,3.17,0.0
20230220:0310,0.0,0.0,0.0,5.07,3.17,0.0
20230220:0410,0.0,0.0,0.0,5.01,3.24,0.0
20230220:0510,0.0,0.0,0.0,4.94,3.38,0.0
20230220:0610,0.0,0.0,0.0,4.89,3.45,0.0
20230220:0710,8010.0,82.2,7.82,5.07,3.66,0.0
20230220:0810,22838.11,196.52,15.96,5.37,4.34,0.0
20230220:0910,46980.61,382.66,22.67,6.35,5.45,0.0
20230220:1010,99248.53,815.33,27.37,7.52,4.83,0.0
20230220:1110,97726.27,809.3,29.53,9.0,4.76,0.0
20230220:1210,95247.09,791.1,28.86,10.22,4.97,0.0
20230220:1310,84233.87,698.16,25.45,11.03,5.03,0.0
20230220:1410,72423.22,601.25,19.74,11.33,4.9,0.0
20230220:1510,38796.88,333.99,12.29,11.09,4.34,0.0
20230220:1610,1052.34,20.03,3.65,10.11,3.86,0.0
20230220:1710,0.0,0.0,0.0,8.93,3.79,0.0
20230220:1810,0.0,0.0,0.0,8.25,3.72,0.0
20230220:1910,0.0,0.0,0.0,7.73,3.86,0.0
20230220:2010,0.0,0.0,0.0,7.21,3.79,0.0
20230220:2110,0.0,0.0,0.0,6.72,3.66,0.0
20230220:2210,0.0,0.0,0.0,6.31,3.59,0.0
20230220:2310,0.0,0.0,0.0,5.85,3.45,0.0
20230221:0010,0.0,0.0,0.0,5.52,3.24,0.0
20230221:0110,0.0,0.0,0.0,5.25,3.03,0.0
20230221:0210,0.0,0.0,0.0,4.84,2.76,0.0
20230221:0310,0.0,0.0,0.0,4.83,2.69,0.0
20230221:0410,0.0,0.0,0.0,4.59,2.55,0.0
20230221:0510,0.0,0.0,0.0,4.34,2.41,0.0
20230221:0610,0.0,0.0,0.0,4.03,2.34,0.0
20230221:0710,26667.25,239.52,8.12,4.22,2.41,0.0
20230221:0810,56858.9,469.4,16.28,5.35,2.14,0.0
20230221:0910,84320.74,697.73,23.01,7.04,2.76,0.0
20230221:1010,20969.82,185.3,27.72,8.79,3.52,0.0
20230221:1110,46231.58,385.91,29.89,9.85,3.72,0.0
20230221:1210,30248.61,260.16,29.21,10.56,3.52,0.0
20230221:1310,67752.5,565.1,25.79,11.08,3.45,0.0
20230221:1410,15661.15,144.82,20.05,11.61,3.24,0.0
20230221:1510,10005.02,99.18,12.58,11.5,2.76,0.0
20230221:1610,1599.15,26.39,3.92,10.77,1.59,0.0
20230221:1710,0.0,0.0,0.0,9.77,1.45,0.0
20230221:1810,0.0,0.0,0.0,9.0,1.24,0.0
20230221:1910,0.0,0.0,0.0,7.74,1.59,0.0
20230221:2010,0.0,0.0,0.0,6.95,1.38,0.0
20230221:2110,0.0,0.0,0.0,6.14,1.03,0.0
20230221:2210,0.0,0.0,0.0,5.98,0.9,0.0
20230221:2310,0.0,0.0,0.0,4.52,1.24,0.0
20230222:0010,0.0,0.0,0.0,3.29,1.59,0.0
20230222:0110,0.0,0.0,0.0,2.75,1.52,0.0
20230222:0210,0.0,0.0,0.0,2.14,1.59,0.0
20230222:0310,0.0,0.0,0.0,1.94,1.52,0.0
20230222:0410,0.0,0.0,0.0,1.34,1.59,0.0
20230222:0510,0.0,0.0,0.0,0.88,1.59,0.0
20230222:0610,0.0,0.0,0.0,0.52,1.52,0.0
20230222:0710,18227.2,166.0,8.43,1.15,0.97,0.0
20230222:0810,21518.06,186.4,16.61,3.45,0.76,0.0
20230222:0910,36843.15,308.27,23.35,5.28,0.76,0.0
20230222:1010,75940.5,642.93,28.08,7.64,0.76,0.0
20230222:1110,102485.28,901.04,30.26,10.37,1.03,0.0
20230222:1210,97367.42,856.66,29.57,12.0,1.1,0.0
20230222:1310,88003.2,769.78,26.12,12.82,1.03,0.0
20230222:1410,67278.3,579.99,20.36,13.18,1.1,0.0
20230222:1510,40445.87,355.16,12.87,12.98,1.31,0.0
20230222:1610,1555.01,25.96,4.19,11.93,1.59,0.0
20230222:1710,0.0,0.0,0.0,10.34,1.93,0.0
20230222:1810,0.0,0.0,0.0,9.1,1.86,0.0
20230222:1910,0.0,0.0,0.0,8.11,2.0,0.0
20230222:2010,0.0,0.0,0.0,7.42,1.93,0.0
20230222:2110,0.0,0.0,0.0,6.91,1.79,0.0
20230222:2210,0.0,0.0,0.0,6.56,1.72,0.0
20230222:2310,0.0,0.0,0.0,6.27,1.52,0.0
20230223:0010,0.0,0.0,0.0,5.49,1.24,0.0
20230223:0110,0.0,0.0,0.0,4.85,1.1,0.0
20230223:0210,0.0,0.0,0.0,4.8,0.9,0.0
20230223:0310,0.0,0.0,0.0,4.51,0.9,0.0
20230223:0410,0.0,0.0,0.0,4.06,1.1,0.0
20230223:0510,0.0,0.0,0.0,3.7,1.31,0.0
20230223:0610,0.0,0.0,0.0,3.56,1.31,0.0
20230223:0710,15703.87,146.34,8.74,3.7,0.83,0.0
20230223:0810,24272.08,209.77,16.94,5.34,0.55,0.0
20230223:0910,45986.66,384.61,23.7,6.96,0.76,0.0
20230223:1010,48058.58,403.52,28.45,8.43,1.17,0.0
20230223:1110,20670.78,184.67,30.62,9.75,1.66,0.0
20230223:1210,7357.81,76.62,29.93,10.32,1.86,0.0
20230223:1310,15890.42,146.72,26.46,10.59,1.79,0.0
20230223:1410,9045.25,90.81,20.67,10.43,1.38,0.0
20230223:1510,5246.02,58.65,13.16,10.25,1.03,0.0
20230223:1610,598.08,14.19,4.46,9.88,0.62,0.0
20230223:1710,0.0,0.0,0.0,8.89,0.9,0.0
20230223:1810,0.0,0.0,0.0,6.78,1.72,0.0
20230223:1910,0.0,0.0,0.0,5.45,1.66,0.0
20230223:2010,0.0,0.0,0.0,4.75,1.66,0.0
20230223:2110,0.0,0.0,0.0,4.67,1.59,0.0
20230223:2210,0.0,0.0,0.0,3.66,1.79,0.0
20230223:2310,0.0,0.0,0.0,3.21,1.79,0.0
20230224:0010,0.0,0.0,0.0,3.58,1.66,0.0
20230224:0110,0.0,0.0,0.0,4.22,1.52,0.0
20230224:0210,0.0,0.0,0.0,4.73,1.31,0.0
20230224:0310,0.0,0.0,0.0,5.0,1.31,0.0
20230224:0410,0.0,0.0,0.0,4.95,1.31,0.0
20230224:0510,0.0,0.0,0.0,5.04,1.24,0.0
20230224:0610,0.0,0.0,0.0,4.92,1.38,0.0
20230224:0710,27263.9,244.27,9.06,5.08,1.93,0.0
20230224:0810,25768.7,220.24,17.27,5.74,2.76,0.0
20230224:0910,19144.26,169.47,24.05,6.63,2.69,0.0
20230224:1010,28434.43,242.52,28.81,7.37,3.45,0.0
20230224:1110,13528.0,125.82,30.99,7.99,4.14,0.0
20230224:1210,3581.36,43.52,30.29,8.25,4.28,0.0
20230224:1310,15051.68,138.11,26.8,8.33,4.41,0.0
20230224:1410,29596.42,251.21,20.99,8.01,4.0,0.0
20230224:1510,12666.48,119.08,13.45,7.76,3.59,0.0
20230224:1610,773.23,16.08,4.74,7.02,3.1,0.0
20230224:1710,0.0,0.0,0.0,6.45,2.97,0.0
20230224:1810,0.0,0.0,0.0,5.97,2.62,0.0
20230224:1910,0.0,0.0,0.0,5.39,3.17,0.0
20230224:2010,0.0,0.0,0.0,4.5,3.59,0.0
20230224:2110,0.0,0.0,0.0,3.13,3.45,0.0
20230224:2210,0.0,0.0,0.0,2.32,3.38,0.0
20230224:2310,0.0,0.0,0.0,1.76,3.45,0.0
20230225:0010,0.0,0.0,0.0,1.48,3.86,0.0
20230225:0110,0.0,0.0,0.0,1.51,4.69,0.0
20230225:0210,0.0,0.0,0.0,1.3,4.0,0.0
20230225:0310,0.0,0.0,0.0,0.92,3.72,0.0
20230225:0410,0.0,0.0,0.0,0.62,3.79,0.0
20230225:0510,0.0,0.0,0.0,0.46,4.0,0.0
20230225:0610,0.0,0.0,0.0,0.37,4.14,0.0
20230225:0710,8190.85,81.33,9.38,0.68,4.76,0.0
20230225:0810,29881.22,246.15,17.61,1.14,4.83,0.0
20230225:0910,37223.36,302.51,24.4,2.18,4.76,0.0
20230225:1010,29535.18,246.03,29.18,3.08,4.48,0.0
20230225:1110,34551.94,285.46,31.37,3.81,4.34,0.0
20230225:1210,10070.53,96.49,30.65,4.09,4.14,0.0
20230225:1310,6682.83,69.06,27.14,3.94,3.93,0.0
20230225:1410,2110.37,29.33,21.3,2.69,4.14,0.0
20230225:1510,9639.06,92.37,13.74,2.05,3.86,0.0
20230225:1610,1893.92,27.65,5.01,1.61,3.38,0.0
20230225:1710,0.0,0.0,0.0,0.87,2.97,0.0
20230225:1810,0.0,0.0,0.0,0.28,3.03,0.0
20230225:1910,0.0,0.0,0.0,-0.39,3.03,0.0
20230225:2010,0.0,0.0,0.0,-1.03,2.97,0.0
20230225:2110,0.0,0.0,0.0,-1.57,2.83,0.0
20230225:2210,0.0,0.0,0.0,-2.01,2.76,0.0
20230225:2310,0.0,0.0,0.0,-2.28,2.76,0.0
20230226:0010,0.0,0.0,0.0,-2.52,2.69,0.0
20230226:0110,0.0,0.0,0.0,-2.71,2.69,0.0
20230226:0210,0.0,0.0,0.0,-2.74,2.76,0.0
20230226:0310,0.0,0.0,0.0,-2.62,2.97,0.0
20230226:0410,0.0,0.0,0.0,-2.61,2.76,0.0
20230226:0510,0.0,0.0,0.0,-2.71,2.62,0.0
20230226:0610,0.0,0.0,0.0,-2.76,2.97,0.0
20230226:0710,8042.75,79.15,9.7,-2.13,3.72,0.0
20230226:0810,52666.64,417.58,17.94,-1.3,3.93,0.0
20230226:0910,70549.23,554.52,24.76,-0.45,4.62,0.0
20230226:1010,18225.78,158.0,29.55,0.42,4.34,0.0
20230226:1110,18164.54,157.98,31.74,1.1,4.62,0.0
20230226:1210,57652.06,459.07,31.01,1.74,4.9,0.0
20230226:1310,77024.16,610.99,27.48,2.25,5.45,0.0
20230226:1410,7800.67,77.57,21.62,2.1,5.38,0.0
20230226:1510,6885.04,70.0,14.03,1.42,4.69,0.0
20230226:1610,1348.53,21.76,5.28,0.54,3.79,0.0
20230226:1710,0.0,0.0,0.0,-0.52,3.52,0.0
20230226:1810,0.0,0.0,0.0,-1.17,3.59,0.0
20230226:1910,0.0,0.0,0.0,-1.91,3.38,0.0
20230226:2010,0.0,0.0,0.0,-2.12,3.52,0.0
20230226:2110,0.0,0.0,0.0,-2.28,3.52,0.0
20230226:2210,0.0,0.0,0.0,-2.42,3.45,0.0
20230226:2310,0.0,0.0,0.0,-2.61,3.38,0.0
20230227:0010,0.0,0.0,0.0,-2.75,3.24,0.0
20230227:0110,0.0,0.0,0.0,-2.9,3.03,0.0
20230227:0210,0.0,0.0,0.0,-2.96,2.9,0.0
20230227:0310,0.0,0.0,0.0,-3.1,2.62,0.0
20230227:0410,0.0,0.0,0.0,-3.26,2.62,0.0
20230227:0510,0.0,0.0,0.0,-3.42,2.76,0.0
20230227:0610,0.0,0.0,0.0,-3.45,3.03,0.0
20230227:0710,35688.29,301.25,10.03,-3.34,3.24,0.0
20230227:0810,68124.16,534.14,18.29,-2.32,4.76,0.0
20230227:0910,59880.62,469.57,25.12,-1.19,4.83,0.0
20230227:1010,33538.05,272.69,29.92,-0.17,4.76,0.0
20230227:1110,21298.77,181.63,32.12,0.72,4.62,0.0
20230227:1210,9616.27,91.76,31.38,1.16,4.48,0.0
20230227:1310,25103.7,210.83,27.83,1.33,4.21,0.0
20230227:1410,29466.83,243.25,21.93,1.23,4.0,0.0
20230227:1510,7871.87,77.85,14.32,0.9,3.93,0.0
20230227:1610,1986.48,28.34,5.55,0.27,3.38,0.0
20230227:1710,0.0,0.0,0.0,-0.65,2.97,0.0
20230227:1810,0.0,0.0,0.0,-1.34,2.83,0.0
20230227:1910,0.0,0.0,0.0,-1.67,2.69,0.0
20230227:2010,0.0,0.0,0.0,-1.93,2.76,0.0
20230227:2110,0.0,0.0,0.0,-2.27,2.9,0.0
20230227:2210,0.0,0.0,0.0,-2.44,2.9,0.0
20230227:2310,0.0,0.0,0.0,-2.58,3.03,0.0
20230228:0010,0.0,0.0,0.0,-2.71,3.03,0.0
20230228:0110,0.0,0.0,0.0,-2.83,3.03,0.0
20230228:0210,0.0,0.0,0.0,-2.94,3.03,0.0
20230228:0310,0.0,0.0,0.0,-3.05,3.03,0.0
20230228:0410,0.0,0.0,0.0,-3.12,3.03,0.0
20230228:0510,0.0,0.0,0.0,-3.22,3.17,0.0
20230228:0610,0.0,0.0,0.0,-3.29,3.24,0.0
20230228:0710,33280.3,281.91,10.35,-2.54,3.31,0.0
20230228:0810,63215.63,497.57,18.63,-1.6,4.55,0.0
20230228:0910,94827.01,751.14,25.48,-0.24,4.41,0.0
20230228:1010,105811.74,849.63,30.3,1.11,4.34,0.0
20230228:1110,116443.33,948.14,32.5,2.05,4.21,0.0
20230228:1210,110072.35,895.46,31.75,2.7,4.14,0.0
20230228:1310,104030.32,844.69,28.17,3.08,4.0,0.0
20230228:1410,81690.61,657.66,22.25,3.19,3.93,0.0
20230228:1510,49637.79,407.9,14.61,2.77,3.59,0.0
20230228:1610,14473.54,147.42,5.82,1.92,2.76,0.0
20230228:1710,0.0,0.0,0.0,0.43,2.55,0.0
20230228:1810,0.0,0.0,0.0,-0.19,2.62,0.0
20230228:1910,0.0,0.0,0.0,-0.37,2.69,0.0
20230228:2010,0.0,0.0,0.0,-0.57,2.62,0.0
20230228:2110,0.0,0.0,0.0,-0.78,2.62,0.0
20230228:2210,0.0,0.0,0.0,-0.93,2.55,0.0
20230228:2310,0.0,0.0,0.0,-1.03,2.62,0.0
20230301:0010,0.0,0.0,0.0,-1.24,2.69,0.0
20230301:0110,0.0,0.0,0.0,-1.35,2.83,0.0
20230301:0210,0.0,0.0,0.0,-1.52,2.83,0.0
20230301:0310,0.0,0.0,0.0,-1.69,2.9,0.0
20230301:0410,0.0,0.0,0.0,-1.81,3.03,0.0
20230301:0510,0.0,0.0,0.0,-1.95,3.1,0.0
20230301:0610,0.0,0.0,0.0,-2.07,3.17,0.0
20230301:0710,30828.18,262.18,10.69,-1.98,3.1,0.0
20230301:0810,64322.08,511.18,18.98,-0.62,3.45,0.0
20230301:0910,88891.78,711.86,25.85,1.13,3.52,0.0
20230301:1010,107222.93,876.4,30.68,2.85,3.52,0.0
20230301:1110,113754.82,939.89,32.88,4.24,3.72,0.0
20230301:1210,110993.68,917.11,32.12,5.18,3.93,0.0
20230301:1310,99261.34,813.76,28.51,5.69,4.07,0.0
20230301:1410,78267.31,636.13,22.57,5.8,4.21,0.0
20230301:1510,46930.77,389.55,14.9,5.31,4.07,0.0
20230301:1610,13029.6,133.85,6.09,4.03,4.0,0.0
20230301:1710,0.0,0.0,0.0,2.29,4.07,0.0
20230301:1810,0.0,0.0,0.0,1.29,4.0,0.0
20230301:1910,0.0,0.0,0.0,1.07,3.79,0.0
20230301:2010,0.0,0.0,0.0,0.81,3.66,0.0
20230301:2110,0.0,0.0,0.0,0.63,3.59,0.0
20230301:2210,0.0,0.0,0.0,0.47,3.66,0.0
20230301:2310,0.0,0.0,0.0,0.37,3.79,0.0
20230302:0010,0.0,0.0,0.0,0.35,3.79,0.0
20230302:0110,0.0,0.0,0.0,0.2,3.72,0.0
20230302:0210,0.0,0.0,0.0,0.11,3.59,0.0
20230302:0310,0.0,0.0,0.0,0.04,3.45,0.0
20230302:0410,0.0,0.0,0.0,-0.02,3.31,0.0
20230302:0510,0.0,0.0,0.0,-0.13,3.24,0.0
20230302:0610,0.0,2.84,1.82,-0.19,3.24,0.0
20230302:0710,31335.12,268.18,11.02,0.37,3.52,0.0
20230302:0810,64423.18,517.93,19.33,2.02,3.52,0.0
20230302:0910,87548.94,708.03,26.22,3.99,3.93,0.0
20230302:1010,106324.38,877.97,31.06,5.83,3.93,0.0
20230302:1110,108386.34,904.97,33.26,7.4,3.86,0.0
20230302:1210,108769.39,913.22,32.49,8.49,3.86,0.0
20230302:1310,96359.23,803.96,28.86,9.08,3.79,0.0
20230302:1410,76886.03,636.86,22.88,9.18,3.72,0.0
20230302:1510,47073.17,398.05,15.19,8.59,3.1,0.0
20230302:1610,13479.58,140.03,6.36,7.39,2.83,0.0
20230302:1710,0.0,0.0,0.0,5.3,2.83,0.0
20230302:1810,0.0,0.0,0.0,3.85,2.83,0.0
20230302:1910,0.0,0.0,0.0,3.33,2.76,0.0
20230302:2010,0.0,0.0,0.0,2.48,2.62,0.0
20230302:2110,0.0,0.0,0.0,1.78,2.48,0.0
20230302:2210,0.0,0.0,0.0,1.27,2.41,0.0
20230302:2310,0.0,0.0,0.0,0.97,2.34,0.0
20230303:0010,0.0,0.0,0.0,0.64,2.28,0.0
20230303:0110,0.0,0.0,0.0,0.3,2.14,0.0
20230303:0210,0.0,0.0,0.0,0.01,2.07,0.0
20230303:0310,0.0,0.0,0.0,-0.13,2.0,0.0
20230303:0410,0.0,0.0,0.0,-0.34,2.0,0.0
20230303:0510,0.0,0.0,0.0,-0.64,1.93,0.0
20230303:0610,0.0,4.73,2.15,-0.93,1.86,0.0
20230303:0710,30664.42,262.91,11.36,-0.11,1.93,0.0
20230303:0810,63846.46,517.41,19.68,1.92,2.21,0.0
20230303:0910,86311.49,705.26,26.59,3.41,2.41,0.0
20230303:1010,99734.11,833.59,31.44,5.04,2.14,0.0
20230303:1110,106604.91,910.87,33.65,6.47,1.72,0.0
20230303:1210,105865.86,914.56,32.86,7.5,1.38,0.0
20230303:1310,92413.33,788.62,29.2,8.22,1.38,0.0
20230303:1410,75493.36,636.4,23.2,8.51,1.45,0.0
20230303:1510,44783.38,381.49,15.48,8.31,1.59,0.0
20230303:1610,13747.3,142.07,6.63,7.31,1.45,0.0
20230303:1710,0.0,0.0,0.0,5.25,2.0,0.0
20230303:1810,0.0,0.0,0.0,3.17,2.0,0.0
20230303:1910,0.0,0.0,0.0,1.94,1.93,0.0
20230303:2010,0.0,0.0,0.0,0.75,1.79,0.0
20230303:2110,0.0,0.0,0.0,-0.08,1.72,0.0
20230303:2210,0.0,0.0,0.0,-0.76,1.59,0.0
20230303:2310,0.0,0.0,0.0,-1.41,1.45,0.0
20230304:0010,0.0,0.0,0.0,-2.01,1.45,0.0
20230304:0110,0.0,0.0,0.0,-2.12,1.66,0.0
20230304:0210,0.0,0.0,0.0,-1.93,1.66,0.0
20230304:0310,0.0,0.0,0.0,-2.14,1.72,0.0
20230304:0410,0.0,0.0,0.0,-2.3,1.86,0.0
20230304:0510,0.0,0.0,0.0,-3.2,2.07,0.0
20230304:0610,0.0,1.89,2.48,-2.61,2.21,0.0
20230304:0710,5129.25,54.87,11.7,-2.18,2.97,0.0
20230304:0810,9359.95,88.92,20.04,-1.51,2.76,0.0
20230304:0910,10164.51,95.54,26.96,-0.65,2.69,0.0
20230304:1010,8797.47,85.14,31.83,0.44,2.9,0.0
20230304:1110,9233.22,88.92,34.03,1.45,3.17,0.0
20230304:1210,5705.97,60.54,33.23,2.05,3.31,0.0
20230304:1310,8126.77,80.41,29.55,2.5,3.52,0.0
20230304:1410,7077.28,71.89,23.51,2.45,3.59,0.0
20230304:1510,5701.7,60.54,15.77,2.21,3.38,0.0
20230304:1610,3326.46,40.92,6.9,1.89,2.9,0.0
20230304:1710,0.0,0.0,0.0,1.17,2.62,0.0
20230304:1810,0.0,0.0,0.0,0.76,2.69,0.0
20230304:1910,0.0,0.0,0.0,0.27,2.76,0.0
20230304:2010,0.0,0.0,0.0,0.13,2.76,0.0
20230304:2110,0.0,0.0,0.0,0.22,2.76,0.0
20230304:2210,0.0,0.0,0.0,0.25,2.83,0.0
20230304:2310,0.0,0.0,0.0,0.23,2.83,0.0
20230305:0010,0.0,0.0,0.0,0.22,2.76,0.0
20230305:0110,0.0,0.0,0.0,0.19,2.62,0.0
20230305:0210,0.0,0.0,0.0,-0.04,2.48,0.0
20230305:0310,0.0,0.0,0.0,-0.29,2.41,0.0
20230305:0410,0.0,0.0,0.0,-0.46,2.41,0.0
20230305:0510,0.0,0.0,0.0,-0.59,2.48,0.0
20230305:0610,9.97,5.68,2.81,-0.71,2.48,0.0
20230305:0710,3404.78,40.68,12.04,-0.01,2.83,0.0
20230305:0810,4835.9,52.97,20.39,0.53,3.1,0.0
20230305:0910,14665.78,131.49,27.33,1.5,3.24,0.0
20230305:1010,13639.07,123.92,32.22,2.34,3.31,0.0
20230305:1110,10608.8,100.27,34.42,2.68,3.31,0.0
20230305:1210,5678.91,60.54,33.6,3.03,3.52,0.0
20230305:1310,5563.57,59.6,29.9,3.1,3.45,0.0
20230305:1410,10111.82,96.49,23.83,3.15,3.66,0.0
20230305:1510,3460.32,41.62,16.06,3.06,3.24,0.0
20230305:1610,3293.71,40.73,7.17,2.67,2.55,0.0
20230305:1710,0.0,0.0,0.0,1.89,2.21,0.0
20230305:1810,0.0,0.0,0.0,1.0,2.14,0.0
20230305:1910,0.0,0.0,0.0,0.23,1.72,0.0
20230305:2010,0.0,0.0,0.0,-0.14,1.66,0.0
20230305:2110,0.0,0.0,0.0,-0.52,1.59,0.0
20230305:2210,0.0,0.0,0.0,-0.77,1.59,0.0
20230305:2310,0.0,0.0,0.0,-1.09,1.59,0.0
20230306:0010,0.0,0.0,0.0,-1.03,1.59,0.0
20230306:0110,0.0,0.0,0.0,-1.28,1.52,0.0
20230306:0210,0.0,0.0,0.0,-1.1,1.45,0.0
20230306:0310,0.0,0.0,0.0,-1.3,1.45,0.0
20230306:0410,0.0,0.0,0.0,-1.17,1.38,0.0
20230306:0510,0.0,0.0,0.0,-1.34,1.38,0.0
20230306:0610,0.0,3.78,3.14,-1.19,1.45,0.0
20230306:0710,9641.9,92.2,12.38,-0.46,1.31,0.0
20230306:0810,22521.98,191.4,20.75,0.71,1.86,0.0
20230306:0910,35373.58,289.94,27.71,1.92,3.1,0.0
20230306:1010,22390.98,191.78,32.6,2.62,3.38,0.0
20230306:1110,33717.47,279.14,34.81,3.08,3.59,0.0
20230306:1210,20504.18,177.74,33.98,3.34,3.72,0.0
20230306:1310,17526.59,155.04,30.24,3.88,3.38,0.0
20230306:1410,26608.86,224.87,24.15,4.09,3.31,0.0
20230306:1510,12642.27,117.01,16.35,4.13,3.24,0.0
20230306:1610,3587.06,43.44,7.44,3.65,2.41,0.0
20230306:1710,0.0,0.0,0.0,2.85,1.93,0.0
20230306:1810,0.0,0.0,0.0,1.87,1.93,0.0
20230306:1910,0.0,0.0,0.0,0.37,2.28,0.0
20230306:2010,0.0,0.0,0.0,0.06,2.21,0.0
20230306:2110,0.0,0.0,0.0,-0.2,2.21,0.0
20230306:2210,0.0,0.0,0.0,-0.48,2.21,0.0
20230306:2310,0.0,0.0,0.0,-0.52,2.34,0.0
20230307:0010,0.0,0.0,0.0,-0.75,2.41,0.0
20230307:0110,0.0,0.0,0.0,-0.81,2.55,0.0
20230307:0210,0.0,0.0,0.0,-0.5,2.69,0.0
20230307:0310,0.0,0.0,0.0,-0.16,2.9,0.0
20230307:0410,0.0,0.0,0.0,0.06,3.17,0.0
20230307:0510,0.0,0.0,0.0,0.18,3.24,0.0
20230307:0610,0.0,4.73,3.48,0.26,3.24,0.0
20230307:0710,8469.95,82.86,12.73,0.58,2.97,0.0
20230307:0810,19548.67,168.65,21.11,1.6,3.93,0.0
20230307:0910,19021.79,165.32,28.09,2.65,5.17,0.0
20230307:1010,29687.55,247.94,33.0,3.69,4.97,0.0
20230307:1110,10279.86,98.38,35.2,4.82,4.9,0.0
20230307:1210,4175.17,48.24,34.35,5.41,4.55,0.0
20230307:1310,7547.2,76.62,30.59,5.75,5.1,0.0
20230307:1410,5711.66,61.49,24.46,6.09,5.38,0.0
20230307:1510,13130.7,121.62,16.64,6.04,4.69,0.0
20230307:1610,16890.06,167.6,7.71,5.41,3.72,0.0
20230307:1710,0.0,0.0,0.0,4.19,3.1,0.0
20230307:1810,0.0,0.0,0.0,3.1,2.97,0.0
20230307:1910,0.0,0.0,0.0,2.3,3.52,0.0
20230307:2010,0.0,0.0,0.0,1.93,3.79,0.0
20230307:2110,0.0,0.0,0.0,1.78,4.0,0.0
20230307:2210,0.0,0.0,0.0,1.7,4.14,0.0
20230307:2310,0.0,0.0,0.0,1.68,4.21,0.0
20230308:0010,0.0,0.0,0.0,1.72,4.28,0.0
20230308:0110,0.0,0.0,0.0,1.66,4.14,0.0
20230308:0210,0.0,0.0,0.0,1.64,3.79,0.0
20230308:0310,0.0,0.0,0.0,1.7,3.45,0.0
20230308:0410,0.0,0.0,0.0,1.58,2.9,0.0
20230308:0510,0.0,0.0,0.0,1.33,2.48,0.0
20230308:0610,252.05,9.46,3.81,0.86,2.21,0.0
20230308:0710,4481.33,50.14,13.08,1.18,2.48,0.0
